labels,text_id,content,content_translation
18,1433698,"RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO","RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO"
18,1437149,"RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…","RT @photochess: ""This match is the deepest reflection of my soul"" - the new World Chess Champion Ding Liren  #NepoDing https://t.co/tFSDOZB…"
18,1427410,"RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO","RT @FIDE_chess: ""The match reflects the deepest of my soul"" - Ding Liren #NepoDing

📷: Stev Bonhage https://t.co/SxVg1W7CcO"
19,1452804,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1449270,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1429367,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1432137,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1429709,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1432807,How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1432365,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
19,1430791,"RT @NastiaKarlovich: World Championship U-20, Athens, 2012🙂.
#greatcompany #rapportding #WorldChessChampionship
📷From my archives https://t…","RT @NastiaKarlovich: World Championship U-20, Athens, 2012🙂.
#greatcompany #rapportding #WorldChessChampionship
📷From my archives https://t…"
19,1432220,"RT @NastiaKarlovich: World Championship U-20, Athens, 2012🙂.
#greatcompany #rapportding #WorldChessChampionship
📷From my archives https://t…","RT @NastiaKarlovich: World Championship U-20, Athens, 2012🙂.
#greatcompany #rapportding #WorldChessChampionship
📷From my archives https://t…"
19,1432152,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs,RT @chesscom: How Ding Liren shocked the chess world in today's rapid tiebreaks! 😲 #NepoDing https://t.co/Q0OzGx5Xbs
20,1421358,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1421797,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1423102,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1419733,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1423277,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1421544,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1423479,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1423088,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1420962,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
20,1435837,"RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…","RT @chesscom: After 83 moves spanning 6 hours and 32 minutes, this is now the longest game of the 2023 FIDE World Championship. #NepoDing h…"
21,1511928,"@FIDE_chess Women WFRCC when? @FIDE_chess must renounce 2022 #fischerrandom WC as merely inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM","@FIDE_chess Women WFRCC when? @FIDE_chess must renounce 2022 #fischerrandom WC as merely inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM"
21,1436184,"@clarencemh_ @agadmator Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM","@clarencemh_ @agadmator Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM"
21,1442849,"@FIDE_chess Women's WFRCC when? @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM","@FIDE_chess Women's WFRCC when? @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM"
21,1332589,"@FIDE_chess Imagine if you, @FabianoCaruana or @SergeyKaryakin won classical WCC and then next time @FIDE_chess said they / you have to defend rapid Vs another opponent. Would that be fair?

That's what happened to @GMWesleySo123 in 2022 @fischer_random WFRCC.

https://t.co/HHjoYI65XM","@FIDE_chess Imagine if you, @FabianoCaruana or @SergeyKaryakin won classical WCC and then next time @FIDE_chess said they / you have to defend rapid Vs another opponent. Would that be fair?

That's what happened to @GMWesleySo123 in 2022 @fischer_random WFRCC.

https://t.co/HHjoYI65XM"
21,1493779,"@romanovchess @MagnusCarlsen @FIDE_chess @fischer_random @GMWesleySo123 @lachesisq @chessqueen @FabianoCaruana @viditchess @FIDE_chess Women's WFRCC &amp; 2nd classical WFRCC when?
@carissayipchess @GMHikaru @CSQpod @CristianChirila @NodirbekGM  @anishgiri @Kasparov63 
https://t.co/nVocieehD6
#chessdrama #saynoto2900 #fischerrandom #chess960 #chess9LX #9LX
https://t.co/00hsA7LK0B
https://t.co/oVYYswGeeL","@romanovchess @MagnusCarlsen @FIDE_chess @fischer_random @GMWesleySo123 @lachesisq @chessqueen @FabianoCaruana @viditchess @FIDE_chess Women's WFRCC &amp; 2nd classical WFRCC when?
@carissayipchess @GMHikaru @CSQpod @CristianChirila @NodirbekGM  @anishgiri @Kasparov63 
https://t.co/nVocieehD6
#chessdrama #saynoto2900 #fischerrandom #chess960 #chess9LX #9LX
https://t.co/00hsA7LK0B
https://t.co/oVYYswGeeL"
21,1442360,"@md_ayhn @anishgiri Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM","@md_ayhn @anishgiri Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM"
21,1474578,"@NinoBustamante3 @GMJacobAagaard Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM","@NinoBustamante3 @GMJacobAagaard Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM"
21,1464277,"@lachesisq Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM","@lachesisq Must @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC to be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC?

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM"
21,1334469,"@9McCoy72 @MagnusCarlsen @DanielRensch @chesscom Women's WFRCC when? @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM","@9McCoy72 @MagnusCarlsen @DanielRensch @chesscom Women's WFRCC when? @FIDE_chess must renounce the 2022 #fischerrandom WC as merely the inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, the CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

https://t.co/HHjoYI65XM"
21,1499069,"@FIDE_chess Women WFRCC when? @FIDE_chess must renounce 2022 #fischerrandom WC as merely inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM","@FIDE_chess Women WFRCC when? @FIDE_chess must renounce 2022 #fischerrandom WC as merely inaugural RAPID #chess960 WC!

Be fair to @GMWesleySo123, CLASSICAL @fischer_random WC!

https://t.co/VOdjpVIK1x

#chessdrama #saynoto2900 #chess9LX #9LX

#GodBlessAmerica

https://t.co/HHjoYI65XM"
22,1331041,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
22,1325588,RT @chesscom_es: 📷La 6ª ronda en 4 fotos. #NepoDing https://t.co/5AqhkwpCvt,RT @chesscom_es: 📷 The 6th round in 4 photos. #NepoDing https://t.co/5AqhkwpCvt
22,1439749,RT @ChesscomLive: The final game of the rapid playoff is underway! #NepoDing https://t.co/QSWTS608xp,RT @ChesscomLive: The final game of the rapid playoff is underway! #NepoDing https://t.co/QSWTS608xp
22,1331032,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
22,1331433,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
22,1431133,RT @chesscom_es: 💔Árbitrooo no pites el final... #NepoDing https://t.co/Ct37zEQotX,RT @chesscom_es: 💔 Referee don't beat the end... #NepoDing https://t.co/Ct37zEQotX
22,1330796,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
22,1430586,RT @chesscom_es: 💔Árbitrooo no pites el final... #NepoDing https://t.co/Ct37zEQotX,RT @chesscom_es: 💔 Referee don't beat the end... #NepoDing https://t.co/Ct37zEQotX
22,1331012,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
22,1328950,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN,RT @chesscom: What a finish 🥰 #NepoDing https://t.co/oZjVAAdnWN
23,1329011,The total online viewership counts just on @chesscom for #NepoDing is much higher (already) for this match compared to Nepo-Magnus. Only the marathon Game 6 of the previous one is higher. https://t.co/csSYsmPKax,The total online viewership counts just on @chesscom for #NepoDing is much higher (already) for this match compared to Nepo-Magnus. Only the marathon Game 6 of the previous one is higher. https://t.co/csSYsmPKax
23,1338444,"RT @chesscom_es: ¡Nepo gana una LOCURA de partida!
¡Hemos tenido CUATRO partidas decisivas consecutivas! #NepoDing https://t.co/ifQMLE0q5d","RT @chesscom_es: Nepo wins a CRAZY game!
We've had FOUR consecutive decisive games! #NepoDing https://t.co/ifQMLE0q5d"
23,1338697,"RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR","RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR"
23,1393208,"RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM","RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM"
23,1337186,"RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR","RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR"
23,1393323,"RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM","RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM"
23,1396926,"RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM","RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM"
23,1338634,"RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR","RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR"
23,1396485,"RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM","RT @chesscom: Game 12 slips through Nepo's hands, Ding wins, and we're tied at 6-6! #NepoDing https://t.co/2zikRrvMoM"
23,1341634,"RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR","RT @chesscom: Nepo wins a WILD game seven vs Ding! 
We've had FOUR decisive games in a row! #NepoDing https://t.co/aFUoHyCDFR"
24,1419654,"@lichess @FIDE_chess @lachesisq Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@lichess @FIDE_chess @lachesisq Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1539222,"@CSQpod @FabianoCaruana Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky","@CSQpod @FabianoCaruana Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky"
24,1414818,"@MateAnyHow @chess24com @MagnusCarlsen @GMWesleySo123 Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen )?

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@MateAnyHow @chess24com @MagnusCarlsen @GMWesleySo123 Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen )?

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1448946,"@9McCoy72 @FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@9McCoy72 @FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1524966,"@agadmator Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky","@agadmator Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky"
24,1442462,"@LA974032371014 Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@LA974032371014 Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1503003,"@GrandChessTour @GM_JKDuda Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky","@GrandChessTour @GM_JKDuda Should @GMWesleySo123 have been wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC unlike @GMHikaru @MagnusCarlsen).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar @EmilSutovsky"
24,1419745,"@FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1476177,"@FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@FIDE_chess Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
24,1467926,"@Harley_Garner @xQc @MagnusCarlsen Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar","@Harley_Garner @xQc @MagnusCarlsen Should @GMWesleySo123 have been a wildcard in 2020 or 2022 candidates as 2019 WFRCC winner?

@FabianoCaruana was a wildcard in 2019 WFRCC as 2018 WCC runner-up (NOT by FRC virtue unlike @GMHikaru @MagnusCarlsen ).

@PHChess @FIDE_chess @advorkovich @vishy64theking @AndriyBar"
